Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,WasBatched,DwmNotified,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.831977,16.779,16.779,0.336,6.796,16.779
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.848802,16.825,16.825,0.337,6.814,16.825
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.865340,16.539,16.539,0.331,6.698,16.539
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.881901,16.560,16.560,0.331,6.707,16.560
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.898606,16.706,16.706,0.334,6.766,16.706
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.915149,16.542,16.542,0.331,6.700,16.542
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.931717,16.568,16.568,0.331,6.710,16.568
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.948264,16.547,16.547,0.331,6.702,16.547
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.964770,16.506,16.506,0.330,6.685,16.506
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.981137,16.367,16.367,0.327,6.629,16.367
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,0.997781,16.644,16.644,0.333,6.741,16.644
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.014395,16.613,16.613,0.332,6.728,16.613
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.030971,16.576,16.576,0.332,6.713,16.576
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.047735,16.764,16.764,0.335,6.789,16.764
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.064531,16.797,16.797,0.336,6.803,16.797
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.081231,16.699,16.699,0.334,6.763,16.699
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.097981,16.750,16.750,0.335,6.784,16.750
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.114815,16.835,16.835,0.337,6.818,16.835
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.131606,16.791,16.791,0.336,6.800,16.791
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.148104,16.497,16.497,0.330,6.681,16.497
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.164856,16.752,16.752,0.335,6.785,16.752
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.181878,17.022,17.022,0.340,6.894,17.022
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.198731,16.853,16.853,0.337,6.826,16.853
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.215323,16.592,16.592,0.332,6.720,16.592
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.232217,16.894,16.894,0.338,6.842,16.894
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.248688,16.471,16.471,0.329,6.671,16.471
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.265173,16.485,16.485,0.330,6.676,16.485
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.281734,16.561,16.561,0.331,6.707,16.561
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.298583,16.849,16.849,0.337,6.824,16.849
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.315253,16.670,16.670,0.333,6.751,16.670
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.331799,16.546,16.546,0.331,6.701,16.546
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.348207,16.408,16.408,0.328,6.645,16.408
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.364999,16.792,16.792,0.336,6.801,16.792
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.381683,16.684,16.684,0.334,6.757,16.684
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.398628,16.945,16.945,0.339,6.863,16.945
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.415377,16.749,16.749,0.335,6.783,16.749
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.432011,16.634,16.634,0.333,6.737,16.634
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.448527,16.516,16.516,0.330,6.689,16.516
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.465464,16.936,16.936,0.339,6.859,16.936
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.482132,16.669,16.669,0.333,6.751,16.669
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.498939,16.806,16.806,0.336,6.807,16.806
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.515846,16.907,16.907,0.338,6.847,16.907
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.532470,16.624,16.624,0.332,6.733,16.624
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.549053,16.583,16.583,0.332,6.716,16.583
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.565683,16.630,16.630,0.333,6.735,16.630
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.582183,16.500,16.500,0.330,6.683,16.500
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.598785,16.602,16.602,0.332,6.724,16.602
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.615281,16.496,16.496,0.330,6.681,16.496
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.632013,16.732,16.732,0.335,6.776,16.732
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.648564,16.551,16.551,0.331,6.703,16.551
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.665358,16.795,16.795,0.336,6.802,16.795
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.681877,16.518,16.518,0.330,6.690,16.518
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.698433,16.556,16.556,0.331,6.705,16.556
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.715246,16.813,16.813,0.336,6.809,16.813
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.732102,16.856,16.856,0.337,6.827,16.856
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.748686,16.584,16.584,0.332,6.717,16.584
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.765056,16.370,16.370,0.327,6.630,16.370
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.781649,16.593,16.593,0.332,6.720,16.593
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.798195,16.545,16.545,0.331,6.701,16.545
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.814769,16.574,16.574,0.331,6.713,16.574
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.831418,16.649,16.649,0.333,6.743,16.649
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.848605,17.187,17.187,0.344,6.961,17.187
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.865202,16.597,16.597,0.332,6.722,16.597
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.881815,16.613,16.613,0.332,6.728,16.613
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.898544,16.729,16.729,0.335,6.775,16.729
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.915250,16.706,16.706,0.334,6.766,16.706
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.931921,16.671,16.671,0.333,6.752,16.671
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.948489,16.568,16.568,0.331,6.710,16.568
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.965057,16.568,16.568,0.331,6.710,16.568
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.981446,16.389,16.389,0.328,6.637,16.389
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,1.998359,16.914,16.914,0.338,6.850,16.914
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.014994,16.635,16.635,0.333,6.737,16.635
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.032015,17.020,17.020,0.340,6.893,17.020
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.048479,16.465,16.465,0.329,6.668,16.465
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.065142,16.663,16.663,0.333,6.749,16.663
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.081861,16.718,16.718,0.334,6.771,16.718
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.098541,16.680,16.680,0.334,6.756,16.680
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.115585,17.044,17.044,0.341,6.903,17.044
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.132342,16.757,16.757,0.335,6.787,16.757
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.148824,16.482,16.482,0.330,6.675,16.482
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.165402,16.577,16.577,0.332,6.714,16.577
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.181900,16.498,16.498,0.330,6.682,16.498
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.198524,16.624,16.624,0.332,6.733,16.624
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.215322,16.798,16.798,0.336,6.803,16.798
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.231846,16.524,16.524,0.330,6.692,16.524
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.248592,16.746,16.746,0.335,6.782,16.746
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.265394,16.802,16.802,0.336,6.805,16.802
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.281889,16.495,16.495,0.330,6.681,16.495
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.298582,16.693,16.693,0.334,6.761,16.693
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.315112,16.530,16.530,0.331,6.695,16.530
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.331840,16.728,16.728,0.335,6.775,16.728
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.348348,16.508,16.508,0.330,6.686,16.508
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.365112,16.764,16.764,0.335,6.790,16.764
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.381500,16.388,16.388,0.328,6.637,16.388
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.398049,16.549,16.549,0.331,6.702,16.549
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.414549,16.501,16.501,0.330,6.683,16.501
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.431263,16.714,16.714,0.334,6.769,16.714
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.447668,16.405,16.405,0.328,6.644,16.405
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.464322,16.654,16.654,0.333,6.745,16.654
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.480827,16.505,16.505,0.330,6.684,16.505
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.497495,16.668,16.668,0.333,6.751,16.668
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.514253,16.758,16.758,0.335,6.787,16.758
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.530843,16.590,16.590,0.332,6.719,16.590
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.547398,16.555,16.555,0.331,6.705,16.555
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.563957,16.558,16.558,0.331,6.706,16.558
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.580723,16.766,16.766,0.335,6.790,16.766
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.597365,16.642,16.642,0.333,6.740,16.642
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.614330,16.965,16.965,0.339,6.871,16.965
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.630782,16.452,16.452,0.329,6.663,16.452
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.647535,16.753,16.753,0.335,6.785,16.753
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.664341,16.806,16.806,0.336,6.806,16.806
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.680826,16.486,16.486,0.330,6.677,16.486
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.697289,16.463,16.463,0.329,6.667,16.463
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.713946,16.657,16.657,0.333,6.746,16.657
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.731163,17.217,17.217,0.344,6.973,17.217
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.747995,16.832,16.832,0.337,6.817,16.832
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.764683,16.688,16.688,0.334,6.759,16.688
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.781540,16.858,16.858,0.337,6.827,16.858
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.798352,16.811,16.811,0.336,6.809,16.811
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.815183,16.831,16.831,0.337,6.817,16.831
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.831845,16.662,16.662,0.333,6.748,16.662
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.848441,16.596,16.596,0.332,6.721,16.596
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.865076,16.635,16.635,0.333,6.737,16.635
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,2.881684,16.608,16.608,0.332,6.726,16.608
